,location,total_sqft,bath,price,bhk,encoded_loc
7731,others,1182.0,2,60.1,3,230
7732,others,1053.0,2,46.29,2,230
7733,Gubbalala,2000.0,3,125.0,3,84
7734,Electronic City Phase II,1940.0,4,116.0,3,75
7735,Hennur Road,1590.0,3,105.0,3,96
7736,others,1035.0,2,52.79,2,230
7737,Raja Rajeshwari Nagar,1260.0,2,62.0,3,184
7738,Thanisandra,1702.0,3,107.0,3,209
7739,Bisuvanahalli,1080.0,2,65.0,3,46
7740,Kasavanhalli,1189.0,2,45.0,2,130
7741,Tumkur Road,1035.0,2,39.0,2,214
7742,Hennur Road,1200.0,2,36.0,2,96
7743,Yelahanka,1330.0,2,93.65,2,226
7744,Kaggalipura,1210.0,2,65.0,3,119
7745,Chikkalasandra,1350.0,2,54.2,3,59
7746,Kaval Byrasandra,1900.0,2,65.0,3,133
7747,Ambedkar Nagar,1935.0,4,125.0,3,13
7748,others,1410.0,3,90.0,3,230
7749,others,1469.0,2,99.14,2,230
7750,Varthur,986.0,2,30.0,2,217
7751,others,1460.0,2,87.0,3,230
7752,Chandapura,1345.0,2,39.5,3,55
7753,Panathur,980.0,2,57.0,2,180
7754,Kudlu Gate,1164.0,2,75.0,2,148
7755,Subramanyapura,929.0,1,51.0,2,205
7756,Kundalahalli,1065.0,2,70.0,2,150
7757,Budigere,1747.0,2,56.725,2,52
7758,Electronic City,1020.0,2,30.27,2,74
7759,Yeshwanthpur,672.0,1,36.85,1,229
7760,Brookefield,1746.0,3,115.0,3,51
7761,others,1250.0,2,65.0,2,230
7762,Thanisandra,1188.0,2,39.0,2,209
7763,Whitefield,3565.0,4,218.0,4,224
7764,Marathahalli,1170.0,2,85.0,2,161
7765,others,1000.0,2,35.0,2,230
7766,Kasturi Nagar,2507.0,4,155.0,4,131
7767,Babusapalaya,1061.0,2,34.0,2,24
7768,KR Puram,1290.0,2,69.0,2,115
7769,Sarjapur,1200.0,2,42.6,2,193
7770,Bharathi Nagar,1120.0,2,39.29,2,42
7771,Electronic City,418.0,1,12.0,1,74
7772,Sarjapur,1333.0,3,50.0,3,193
7773,Thanisandra,1089.0,1,34.355,1,209
7774,Thanisandra,2030.0,4,125.0,3,209
7775,Balagere,1012.0,2,70.0,2,25
7776,Kudlu,1245.0,2,60.0,3,147
7777,7th Phase JP Nagar,1765.0,3,118.0,3,6
7778,Gottigere,1110.0,2,36.25,2,82
7779,others,967.0,2,47.8,2,230
7780,Sarjapur,1044.0,2,36.0,2,193
7781,Brookefield,1518.0,3,80.0,3,51
7782,KR Puram,1300.0,2,57.0,3,115
7783,others,1798.0,3,73.0,3,230
7784,KR Puram,866.28,2,36.38,2,115
7785,Whitefield,3410.0,5,253.0,4,224
7786,Singasandra,1179.0,2,56.0,2,201
7787,Haralur Road,1976.0,3,92.0,3,90
7788,5th Phase JP Nagar,1190.0,2,61.8,2,4
7789,Jakkur,1761.0,3,84.52,3,110
7790,Cooke Town,1700.0,3,120.0,3,61
7791,Electronic City,1128.0,2,64.8,2,74
7792,Electronic City,1220.0,2,35.25,3,74
7793,others,509.0,1,20.0,1,230
7794,Ambedkar Nagar,1852.0,4,122.0,3,13
7795,Varthur,1045.0,2,40.65,2,217
7796,others,3535.0,4,215.0,4,230
7797,others,1800.0,3,82.0,4,230
7798,Hebbal Kempapura,1436.0,2,75.0,3,93
7799,others,1397.0,2,52.0,3,230
7800,Kothanur,1140.0,2,56.0,2,146
7801,others,2050.0,3,135.0,3,230
7802,Sarjapur  Road,1335.0,2,95.0,2,194
7803,Thanisandra,1140.0,2,59.0,2,209
7804,Thanisandra,663.0,1,46.0,1,209
7805,Kanakpura Road,1450.0,3,60.9,3,127
7806,Kodichikkanahalli,1400.0,3,66.0,3,138
7807,others,1339.0,2,53.56,2,230
7808,Electronic City,1220.0,2,35.23,3,74
7809,others,1305.0,2,52.0,2,230
7810,Green Glen Layout,1740.0,3,80.0,3,83
7811,Anekal,680.0,1,21.0,2,17
7812,Bannerghatta Road,1154.0,2,47.0,2,34
7813,Munnekollal,1200.0,2,40.0,2,164
7814,Hennur,1155.0,2,54.5,2,95
7815,Sarjapur  Road,1525.0,2,63.0,3,194
7816,Hebbal,2470.0,5,192.0,4,92
7817,Padmanabhanagar,1100.0,2,60.0,2,178
7818,Hormavu,1250.0,2,65.0,2,100
7819,Kothanur,1400.0,2,70.0,2,146
7820,others,1600.0,3,100.0,3,230
7821,Electronic City,1060.0,2,55.0,2,74
7822,Horamavu Banaswadi,1272.0,2,50.0,2,99
7823,Kanakpura Road,1296.0,2,105.0,2,127
7824,Karuna Nagar,1945.0,3,115.0,3,129
7825,Chandapura,1033.0,2,30.47,3,55
7826,others,2300.0,2,69.0,3,230
7827,others,1235.0,2,52.76,2,230
7828,others,850.0,2,42.5,2,230
7829,Subramanyapura,1880.0,3,110.0,3,205
7830,Kenchenahalli,1060.0,2,52.0,2,134
7831,Hennur Road,2041.0,3,138.0,3,96
7832,others,1150.0,2,39.0,2,230
7833,LB Shastri Nagar,1184.0,2,62.0,2,151
7834,Sarjapur  Road,1680.0,3,126.0,3,194
7835,Thanisandra,1411.0,3,100.0,3,209
7836,Thanisandra,1702.0,3,120.0,3,209
7837,Yelahanka,1185.0,2,45.0,2,226
7838,Kanakpura Road,1300.0,3,64.0,3,127
7839,others,1545.0,3,65.0,3,230
7840,Jigani,1300.0,3,55.0,3,113
7841,JP Nagar,1107.0,2,57.0,2,109
7842,Old Madras Road,1720.0,3,106.0,3,177
7843,Bannerghatta Road,1000.0,2,44.5,2,34
7844,Electronic City,710.0,1,40.42,1,74
7845,Bannerghatta Road,1250.0,2,48.0,2,34
7846,Kaggadasapura,2400.0,4,130.0,5,118
7847,Hegde Nagar,1584.01,3,104.0,3,94
7848,Kaggadasapura,1485.0,2,70.0,3,118
7849,Hennur Road,1100.0,2,78.0,3,96
7850,8th Phase JP Nagar,1245.0,2,59.0,2,7
7851,Hennur Road,1880.0,4,154.0,4,96
7852,others,1050.0,2,45.0,2,230
7853,Bannerghatta Road,1640.0,3,105.0,3,34
7854,others,1165.0,2,65.0,2,230
7855,Kengeri Satellite Town,1110.0,2,43.0,2,136
7856,Uttarahalli,4500.0,4,150.0,4,216
7857,others,1200.0,1,42.0,2,230
7858,Jalahalli,1704.0,3,94.36,3,111
7859,7th Phase JP Nagar,1275.0,2,88.0,3,6
7860,Sarjapur  Road,1222.0,2,68.0,3,194
7861,Electronic City,1000.0,2,29.95,2,74
7862,Yelahanka,1517.0,3,71.28,3,226
7863,Horamavu Agara,1166.0,2,37.29,2,98
7864,5th Phase JP Nagar,4000.0,5,170.0,5,4
7865,Whitefield,1345.0,3,58.0,3,224
7866,EPIP Zone,3800.0,5,170.0,4,73
7867,Chandapura,971.0,2,38.0,3,55
7868,EPIP Zone,1810.0,2,65.0,2,73
7869,others,1300.0,2,58.0,2,230
7870,Thanisandra,1185.0,2,45.0,2,209
7871,others,1350.0,2,68.0,2,230
7872,Budigere,2345.0,3,76.16,3,52
7873,Somasundara Palya,1650.0,3,126.0,3,202
7874,others,1645.0,3,87.0,3,230
7875,Hennur Road,1748.0,3,103.0,3,96
7876,Kengeri Satellite Town,1170.0,2,50.0,2,136
7877,Sarjapur  Road,3420.0,4,225.0,4,194
7878,Hulimavu,1320.0,2,65.0,3,105
7879,Sarjapur  Road,1510.0,2,110.0,3,194
7880,others,1305.0,2,45.68,3,230
7881,Mahadevpura,1500.0,2,70.0,3,156
7882,Thanisandra,1948.0,4,129.0,4,209
7883,Margondanahalli,1448.0,3,70.0,3,162
7884,Sarjapur  Road,1242.0,2,78.0,2,194
7885,Sonnenahalli,1268.0,2,58.0,2,204
7886,Ramamurthy Nagar,1101.0,2,50.0,2,188
7887,others,1255.0,2,65.0,2,230
7888,Hosa Road,1089.0,2,32.67,2,101
7889,Kaggalipura,950.0,2,45.0,2,119
7890,HBR Layout,1068.0,2,43.0,2,87
7891,Yelahanka New Town,860.0,1,31.0,2,227
7892,Yelahanka,1756.0,3,66.73,3,226
7893,Whitefield,1205.0,2,41.0,2,224
7894,Hormavu,1604.0,3,68.0,3,100
7895,Ananth Nagar,1010.0,2,38.0,2,16
7896,Doddakallasandra,1010.0,2,41.0,2,69
7897,Yelahanka,1050.0,2,33.1,2,226
7898,Bannerghatta Road,1656.0,2,62.93,3,34
7899,others,1451.0,3,68.0,3,230
7900,JP Nagar,1250.0,2,93.0,2,109
7901,others,4395.0,3,240.0,3,230
7902,Sonnenahalli,1340.0,2,42.0,3,204
7903,others,1100.0,2,38.5,2,230
7904,Devarachikkanahalli,1700.0,3,71.0,3,66
7905,KR Puram,1096.0,2,43.0,2,115
7906,others,1936.0,3,139.0,3,230
7907,Nehru Nagar,1269.0,2,63.0,3,174
7908,Panathur,1586.0,3,125.0,3,180
7909,Kanakpura Road,1452.0,3,56.5,3,127
7910,Hosa Road,1538.0,3,107.0,3,101
7911,others,935.0,2,40.0,2,230
7912,others,1220.0,2,65.0,2,230
7913,Harlur,1197.0,2,77.0,2,91
7914,Varthur,674.0,1,19.9,2,217
7915,Kengeri,410.0,1,15.0,1,135
7916,Thanisandra,1573.0,3,90.0,3,209
7917,Dodda Nekkundi,1135.0,2,58.0,2,67
7918,others,1400.0,2,40.43,3,230
7919,others,1200.0,1,65.0,1,230
7920,others,1800.0,3,95.0,3,230
7921,others,2045.0,3,108.0,3,230
7922,Sonnenahalli,1268.0,2,56.0,2,204
7923,Yelahanka,1600.0,3,100.0,3,226
7924,Thanisandra,1056.0,2,70.0,2,209
7925,Whitefield,4500.0,4,330.0,4,224
7926,KR Puram,1204.0,2,58.0,2,115
7927,others,1410.0,2,54.0,3,230
7928,Hennur Road,1460.0,2,80.3,2,96
7929,Dodda Nekkundi,1100.0,2,41.18,2,67
7930,others,1310.0,2,88.0,2,230
7931,Sector 2 HSR Layout,1600.0,3,90.0,3,196
7932,others,1250.0,2,55.0,2,230
7933,Sarjapur  Road,1665.0,3,74.93,3,194
7934,Singasandra,1416.0,2,67.0,2,201
7935,Jigani,1231.0,3,58.0,3,113
7936,Yelahanka,1664.0,3,73.95,3,226
7937,TC Palaya,2000.0,3,76.0,3,207
7938,Rajiv Nagar,972.0,2,43.0,2,186
7939,others,4500.0,4,345.0,4,230
7940,Bellandur,1185.0,2,47.39,2,40
7941,Green Glen Layout,1750.0,3,81.0,3,83
7942,Balagere,1007.0,2,68.0,2,25
7943,Whitefield,1250.0,2,85.0,2,224
7944,others,1200.0,2,54.0,2,230
7945,Horamavu Agara,994.0,2,42.28,2,98
7946,Ramamurthy Nagar,1150.0,2,40.0,2,188
7947,Thanisandra,1220.0,2,46.0,2,209
7948,others,1441.0,2,115.0,2,230
7949,Thigalarapalya,1400.0,2,105.0,2,210
7950,Tindlu,1370.07,3,65.0,3,213
7951,Judicial Layout,900.0,2,40.0,2,114
7952,others,418.0,1,17.0,1,230
7953,others,1200.0,3,80.0,3,230
7954,ISRO Layout,1200.0,2,43.0,2,106
7955,Talaghattapura,1062.0,2,42.48,2,208
7956,Kanakpura Road,1120.0,2,51.0,2,127
7957,Bannerghatta Road,1012.0,2,44.0,2,34
7958,Kanakpura Road,1430.0,2,78.0,2,127
7959,Channasandra,1195.0,2,56.0,3,56
7960,Hennur Road,2345.0,3,75.99,3,96
7961,Sonnenahalli,1011.0,2,59.0,2,204
7962,7th Phase JP Nagar,1450.0,2,102.0,3,6
7963,Sarjapur  Road,1129.0,2,69.0,2,194
7964,Sarjapura - Attibele Road,1126.0,2,36.0,2,195
7965,Sarjapur  Road,1180.0,2,45.0,3,194
7966,Hennur Road,1933.0,3,140.0,3,96
7967,TC Palaya,1082.0,2,64.0,2,207
7968,others,610.0,1,28.0,1,230
7969,CV Raman Nagar,1125.0,2,46.0,2,53
7970,Kengeri Satellite Town,777.4,2,25.0,2,136
7971,others,1864.0,3,120.0,3,230
7972,Whitefield,1115.0,2,51.91,2,224
7973,Kengeri,400.0,1,25.0,1,135
7974,Rajaji Nagar,1200.0,2,70.0,2,185
7975,others,950.0,2,57.0,2,230
7976,Bellandur,1200.0,2,62.0,2,40
7977,GM Palaya,1735.0,3,70.0,3,78
7978,Jalahalli,1470.0,2,102.0,3,111
7979,Bannerghatta Road,1527.0,3,115.0,3,34
7980,others,985.0,2,45.0,2,230
7981,Chandapura,3300.0,4,135.0,4,55
7982,Whitefield,1277.0,2,77.0,2,224
7983,others,1100.0,2,62.0,2,230
7984,Whitefield,1820.0,3,140.0,3,224
7985,others,1530.0,3,87.0,4,230
7986,Jakkur,1880.0,4,110.0,3,110
7987,Hennur,1255.0,2,52.35,2,95
7988,Somasundara Palya,1140.0,2,46.0,2,202
7989,Electronic City Phase II,1025.0,2,29.6,2,75
7990,Whitefield,3453.0,4,247.0,4,224
7991,Kaikondrahalli,1250.0,2,78.0,2,120
7992,others,2400.0,3,108.0,4,230
7993,Jalahalli,1244.0,2,88.0,2,111
7994,Sarjapur  Road,1034.0,2,38.0,2,194
7995,Kasavanhalli,1719.0,3,71.0,3,130
7996,Hosa Road,1470.0,2,84.22,3,101
7997,Yelahanka,1140.0,2,50.66,2,226
7998,Harlur,1752.12,3,125.0,3,91
7999,Old Madras Road,2990.0,3,170.0,3,177
8000,Bannerghatta Road,1660.0,3,85.0,3,34
8001,Electronic City,1275.0,3,63.43,3,74
8002,Bommasandra Industrial Area,1365.0,3,52.81,3,49
8003,others,1200.0,2,90.0,3,230
8004,Kanakpura Road,2546.0,3,170.0,3,127
8005,Banashankari Stage VI,1392.0,3,69.46,3,30
8006,Whitefield,1245.0,2,59.76,2,224
8007,Yeshwanthpur,1162.0,2,64.08,2,229
8008,Singasandra,1476.0,2,73.0,3,201
8009,KR Puram,700.0,1,21.5,1,115
8010,Jigani,943.0,2,48.0,2,113
8011,Sarjapur  Road,1113.0,2,44.5,2,194
8012,Varthur,1615.0,3,69.43,3,217
8013,others,1279.0,2,100.0,2,230
8014,Sompura,1350.0,3,65.0,3,203
8015,others,1525.0,3,68.63,3,230
8016,Ardendale,1777.26,3,92.0,3,19
8017,Bisuvanahalli,845.0,2,32.0,2,46
8018,Varthur,1210.0,2,64.15,2,217
8019,Sarjapur  Road,1879.0,3,155.0,3,194
8020,Hosur Road,1250.0,2,50.0,3,104
8021,others,1200.0,2,35.0,4,230
8022,Marathahalli,1108.0,2,60.0,3,161
8023,Kanakpura Road,1401.0,3,69.0,3,127
8024,others,1185.0,2,42.66,2,230
8025,Green Glen Layout,1751.0,3,115.0,3,83
8026,Bannerghatta Road,1880.0,3,96.5,3,34
8027,Channasandra,1175.0,2,38.0,2,56
8028,Jalahalli,1407.0,2,98.49,2,111
8029,Yelachenahalli,1000.0,2,50.0,2,225
8030,Electronic City,1518.0,3,75.0,3,74
8031,Tumkur Road,1027.0,2,67.0,2,214
8032,Begur Road,1500.0,2,47.25,3,39
8033,Varthur,1737.0,2,57.32,3,217
8034,Hennur,5259.0,2,161.5,4,95
8035,others,1600.0,4,120.0,3,230
8036,others,1120.0,2,60.0,2,230
8037,Hennur Road,1030.0,2,46.5,2,96
8038,Kammasandra,1057.0,2,35.0,2,125
8039,Hormavu,1075.0,2,53.7,2,100
8040,Mysore Road,1080.0,2,60.0,3,166
8041,Singasandra,1139.7,2,45.0,2,201
8042,Whitefield,1074.0,2,42.8,2,224
8043,Sarjapur  Road,2425.0,5,175.0,4,194
8044,Sarjapur  Road,1323.0,2,74.0,2,194
8045,Kalena Agrahara,900.0,2,40.0,2,121
8046,Sarjapura - Attibele Road,740.0,1,23.65,1,195
8047,Bannerghatta Road,1550.0,3,96.0,3,34
8048,Gunjur,1588.0,2,90.0,3,85
8049,others,1308.0,2,86.0,2,230
8050,Hennur,1340.0,2,54.27,3,95
8051,Thanisandra,1719.0,3,135.0,3,209
8052,Electronic City,1090.0,2,31.48,1,74
8053,Jakkur,1660.0,3,104.0,3,110
8054,Nagavara,1247.0,2,58.56,2,171
8055,Thanisandra,1595.0,3,96.0,3,209
8056,Kaggadasapura,1175.0,2,50.0,2,118
8057,Old Airport Road,1184.0,2,78.0,2,176
8058,others,1100.0,2,55.0,2,230
8059,Yelahanka,1200.0,2,60.0,2,226
8060,others,1000.0,2,45.0,2,230
8061,Uttarahalli,1000.0,2,52.0,2,216
8062,Yelahanka,1705.0,3,85.0,3,226
8063,Tumkur Road,1060.0,2,58.3,3,214
8064,others,1347.0,2,55.0,3,230
8065,Varthur,1402.0,2,95.0,2,217
8066,Whitefield,2280.0,4,125.0,3,224
8067,others,1225.0,2,71.05,2,230
8068,5th Phase JP Nagar,1080.0,2,53.0,2,4
8069,Begur Road,1100.0,2,42.6,2,39
8070,Bannerghatta Road,1200.0,2,78.0,2,34
8071,others,1200.0,3,78.0,2,230
8072,Kothanur,1581.0,3,76.0,3,146
8073,Whitefield,2882.0,5,200.0,4,224
8074,Abbigere,985.0,2,38.92,2,10
8075,Sarjapur,950.0,2,35.0,2,193
8076,others,1339.0,2,55.0,2,230
8077,others,1449.0,3,72.0,3,230
8078,others,1100.0,2,38.68,2,230
8079,Kaval Byrasandra,2700.0,3,200.0,3,133
8080,others,1100.0,2,55.0,2,230
8081,Electronic City,1140.0,2,32.92,2,74
8082,Chandapura,800.0,1,30.0,2,55
8083,Chikkabanavar,2000.0,4,65.0,5,58
8084,others,1300.0,2,95.0,2,230
8085,Kanakpura Road,1220.0,2,60.0,2,127
8086,Sarjapur  Road,2289.0,3,178.0,3,194
8087,Whitefield,1170.0,2,56.0,2,224
8088,others,1350.0,2,89.5,2,230
8089,Thanisandra,1698.0,3,125.0,3,209
8090,Electronic City Phase II,3262.5,4,105.0,4,75
8091,Ambalipura,1060.0,2,58.5,2,12
8092,Somasundara Palya,1185.0,2,75.0,2,202
8093,Vittasandra,1404.0,2,72.0,2,223
8094,Electronic City Phase II,1252.0,2,67.0,2,75
8095,Bannerghatta Road,1885.0,3,125.0,3,34
8096,Hormavu,980.0,2,42.0,2,100
8097,Banashankari,1420.0,3,66.0,3,26
8098,others,2312.0,3,156.0,3,230
8099,Kaggadasapura,3000.0,4,130.0,4,118
8100,others,1175.0,2,70.0,2,230
8101,others,1145.0,2,51.0,2,230
8102,Bhoganhalli,970.0,2,52.5,2,43
8103,Whitefield,2399.5,3,92.63,3,224
8104,9th Phase JP Nagar,5000.0,4,300.0,4,8
8105,Ramagondanahalli,1635.0,3,57.0,3,187
8106,Jalahalli,1200.0,2,66.0,1,111
8107,Yeshwanthpur,1166.0,2,64.08,2,229
8108,Shivaji Nagar,1460.0,2,90.0,3,200
8109,others,1690.0,3,50.0,3,230
8110,others,1386.0,3,93.0,4,230
8111,others,1090.0,2,32.0,2,230
8112,Whitefield,1390.0,2,72.0,2,224
8113,Sector 2 HSR Layout,1095.0,2,85.41,2,196
8114,Kengeri,416.0,1,17.19,1,135
8115,Yelahanka,1350.0,2,85.0,3,226
8116,Bannerghatta Road,1453.0,2,73.0,3,34
8117,Thanisandra,1226.0,2,65.0,2,209
8118,Hegde Nagar,1168.0,2,68.0,3,94
8119,Bannerghatta,1776.0,3,124.0,3,33
8120,Whitefield,1634.0,3,68.0,3,224
8121,Hormavu,860.0,2,56.0,2,100
8122,Nagasandra,1650.0,3,95.0,3,170
8123,Whitefield,1190.0,2,70.0,2,224
8124,JP Nagar,1133.0,2,33.99,2,109
8125,others,1559.0,3,62.0,3,230
8126,Horamavu Banaswadi,1448.0,4,118.0,3,99
8127,Kodichikkanahalli,976.0,2,50.0,2,138
8128,Yelahanka,1633.0,3,110.0,3,226
8129,Ramagondanahalli,1151.0,2,46.0,2,187
8130,Kereguddadahalli,1400.0,2,42.0,3,137
8131,Uttarahalli,1037.0,2,36.0,2,216
8132,Thanisandra,1188.0,2,36.0,2,209
8133,others,1060.0,2,52.0,2,230
8134,Thigalarapalya,2215.0,4,162.0,3,210
8135,Harlur,2569.0,5,180.0,4,91
8136,others,900.0,2,27.0,2,230
8137,Kudlu Gate,1183.0,2,79.54,2,148
8138,HSR Layout,1100.0,2,44.0,2,89
8139,GM Palaya,1643.0,2,70.0,3,78
8140,others,1500.0,2,120.0,3,230
8141,Jakkur,1291.0,2,75.0,2,110
8142,Hennur,1150.0,3,80.0,3,95
8143,others,1700.0,3,55.0,4,230
8144,Mahadevpura,1236.0,2,58.0,2,156
8145,Ramamurthy Nagar,1350.0,2,39.0,3,188
8146,Haralur Road,4694.0,5,375.0,4,90
8147,Electronic City,1200.0,2,34.66,2,74
8148,Harlur,1225.0,2,56.0,2,91
8149,Thanisandra,1056.0,2,75.0,2,209
8150,9th Phase JP Nagar,1240.0,2,42.85,3,8
8151,Banashankari,1200.0,3,74.52,3,26
8152,Kudlu Gate,1850.0,3,110.0,3,148
8153,others,3150.0,4,180.0,4,230
8154,others,1200.0,1,39.82,1,230
8155,Jigani,918.0,2,56.0,2,113
8156,others,1330.0,2,68.0,3,230
8157,Munnekollal,1540.0,2,70.0,3,164
8158,Lakshminarayana Pura,1200.0,2,80.0,2,153
8159,others,927.0,2,37.0,2,230
8160,Sarjapur,3875.5,4,115.0,4,193
8161,CV Raman Nagar,1400.0,2,78.0,3,53
8162,8th Phase JP Nagar,1510.0,2,80.0,2,7
8163,others,1500.0,3,61.52,3,230
8164,Yelahanka,1142.0,1,42.535,1,226
8165,Vidyaranyapura,1100.0,2,72.0,3,219
8166,others,1200.0,3,68.0,3,230
8167,Hormavu,2282.0,4,115.0,4,100
8168,others,760.0,2,37.49,2,230
8169,Sarjapur,2172.0,3,100.0,3,193
8170,8th Phase JP Nagar,3300.0,3,165.0,3,7
8171,Thubarahalli,1242.0,3,51.0,3,211
8172,Uttarahalli,1245.0,2,43.58,3,216
8173,Kadugodi,1088.0,2,44.0,2,117
8174,Sahakara Nagar,1200.0,2,46.0,2,190
8175,TC Palaya,1995.0,3,100.0,3,207
8176,Haralur Road,1309.0,2,82.0,2,90
8177,others,1250.0,3,42.0,3,230
8178,5th Phase JP Nagar,1041.0,2,54.0,2,4
8179,Sarjapur  Road,1505.0,2,60.0,3,194
8180,Bellandur,1767.0,3,89.0,3,40
8181,Kengeri,1320.0,2,50.0,2,135
8182,others,1280.0,2,68.48,2,230
8183,Thanisandra,1245.0,2,83.05,2,209
8184,Haralur Road,1027.0,1,44.0,2,90
8185,others,1065.0,3,72.0,3,230
8186,Kannamangala,1814.0,3,129.0,3,128
8187,Ramagondanahalli,1610.0,2,112.0,3,187
8188,Kasavanhalli,1600.0,3,79.0,3,130
8189,others,3200.0,4,140.0,3,230
8190,others,1250.0,2,77.13,3,230
8191,others,1475.0,3,75.0,3,230
8192,Electronic City,1353.0,2,75.0,2,74
8193,Electronics City Phase 1,1750.0,3,58.0,3,76
8194,Sahakara Nagar,1270.0,2,96.0,2,190
8195,Thanisandra,2695.0,4,188.0,4,209
8196,others,1330.0,3,65.0,3,230
8197,BTM 2nd Stage,1400.0,2,90.0,2,22
8198,Gubbalala,4000.0,5,195.0,4,84
8199,Kanakpura Road,1700.0,3,75.0,3,127
8200,Kasavanhalli,1585.0,2,90.0,2,130
8201,Kothanur,1385.0,3,67.0,3,146
8202,Electronic City,1128.0,2,67.0,2,74
8203,HSR Layout,1203.0,2,60.0,2,89
8204,Mallasandra,905.0,2,35.0,2,158
8205,Hennur Road,1450.0,3,79.0,3,96
8206,Varthur,1105.0,2,38.0,2,217
8207,Channasandra,1200.0,2,46.13,2,56
8208,Jalahalli,1530.0,2,89.0,3,111
8209,Whitefield,1105.0,2,35.4,2,224
8210,Dasarahalli,1333.0,2,78.56,2,64
8211,Old Madras Road,1530.0,3,76.34,3,177
8212,Margondanahalli,1200.0,2,65.0,2,162
8213,Whitefield,1270.0,2,94.0,2,224
8214,Bellandur,1830.0,3,89.0,3,40
8215,Chandapura,900.0,2,35.0,2,55
8216,Bannerghatta Road,1450.0,2,78.0,3,34
8217,others,1525.0,3,65.0,3,230
8218,Mahalakshmi Layout,1080.0,2,67.0,2,157
8219,others,1220.0,2,72.0,2,230
8220,Bommanahalli,1962.5,2,73.17,2,47
8221,others,1500.0,2,60.0,2,230
8222,Koramangala,1355.0,2,95.0,2,144
8223,Electronic City,1070.0,2,57.0,2,74
8224,Bommasandra,842.0,2,30.0,2,48
8225,Bannerghatta Road,700.0,1,31.2,1,34
8226,others,1884.0,3,95.0,3,230
8227,others,1100.0,2,75.0,2,230
8228,Thanisandra,1185.0,2,43.5,2,209
8229,Varthur,2145.0,3,170.0,3,217
8230,Whitefield,1220.0,2,89.0,2,224
8231,6th Phase JP Nagar,1192.0,2,75.0,2,5
8232,Marathahalli,1449.0,3,110.0,3,161
8233,Electronic City,1700.0,3,90.0,3,74
8234,Hebbal,1920.0,3,150.0,3,92
8235,others,1350.0,2,90.0,2,230
8236,others,4800.0,5,350.0,4,230
8237,others,1700.0,3,74.0,3,230
8238,Hoodi,1447.0,3,76.0,2,97
8239,Kanakpura Road,1329.0,2,107.0,2,127
8240,Sarjapur  Road,1314.0,2,70.44,3,194
8241,others,1590.0,2,80.0,3,230
8242,Vittasandra,1246.0,2,67.5,2,223
8243,Dasarahalli,1220.0,2,62.0,2,64
8244,Kaval Byrasandra,1400.0,3,75.0,3,133
8245,Kasavanhalli,1245.0,2,80.0,2,130
8246,others,1495.0,2,63.0,3,230
8247,Gollarapalya Hosahalli,996.0,2,36.5,2,81
8248,Yelahanka New Town,1000.0,2,44.0,2,227
8249,others,1250.0,2,75.0,2,230
8250,Thanisandra,1261.0,2,80.0,3,209
8251,Electronics City Phase 1,1080.0,2,46.0,2,76
8252,others,1230.0,2,50.0,2,230
8253,Horamavu Agara,1220.0,2,39.0,2,98
8254,Green Glen Layout,1750.0,3,105.0,3,83
8255,Whitefield,1436.0,2,62.15,3,224
8256,Varthur,1560.0,3,90.0,3,217
8257,Whitefield,3758.0,3,300.0,3,224
8258,others,1275.0,2,59.0,2,230
8259,others,1040.0,2,36.4,2,230
8260,Bellandur,2400.0,3,115.0,3,40
8261,Kaggalipura,3150.0,5,212.0,4,119
8262,Yelahanka,1765.0,2,53.105,2,226
8263,Hosakerehalli,4500.0,5,145.0,5,102
8264,others,648.0,1,40.0,1,230
8265,Sarjapur  Road,2100.0,3,130.0,3,194
8266,Bommasandra,1365.0,3,52.82,3,48
8267,Chandapura,1200.0,2,52.0,3,55
8268,Cooke Town,1100.0,2,90.0,2,61
8269,7th Phase JP Nagar,1075.0,2,57.0,3,6
8270,Banashankari,1100.0,2,63.0,2,26
8271,others,1320.0,2,58.0,3,230
8272,Kammasandra,1500.0,3,65.0,3,125
8273,Bisuvanahalli,1075.0,2,32.0,3,46
8274,others,1480.0,3,75.48,3,230
8275,Kanakpura Road,1041.0,2,36.44,2,127
8276,others,1128.0,2,48.4,2,230
8277,Hosur Road,1685.0,3,90.0,3,104
8278,others,1180.0,2,65.0,2,230
8279,others,1200.0,2,60.0,2,230
8280,others,1250.0,3,39.5,3,230
8281,others,1000.0,2,45.0,2,230
8282,Varthur,1760.0,2,85.0,2,217
8283,others,975.0,2,55.0,2,230
8284,others,1190.0,2,42.0,2,230
8285,Kudlu,1110.0,2,46.0,2,147
8286,Gunjur,1235.0,2,44.5,2,85
8287,others,1275.0,2,55.0,2,230
8288,Harlur,1197.0,2,76.0,2,91
8289,Begur Road,644.0,1,32.0,1,39
8290,Bellandur,1251.0,2,47.0,2,40
8291,others,1080.0,2,38.0,2,230
8292,Kudlu,2100.0,3,114.0,4,147
8293,NRI Layout,1731.0,3,64.11,3,168
8294,Hormavu,1206.0,2,55.0,2,100
8295,Choodasandra,1560.0,3,78.0,3,60
8296,7th Phase JP Nagar,750.0,1,47.0,1,6
8297,Sarjapur  Road,702.0,1,35.8,1,194
8298,Attibele,1700.0,3,65.0,3,21
8299,HRBR Layout,1145.0,2,68.5,2,88
8300,Ramamurthy Nagar,1208.0,2,43.5,3,188
